Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Highlighted,Is official masterdata (in #{lang}),Language,Level
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,Swedish,c75c9924,5b7ca492,2024-08-09,2025-05-02,True,int:Yes,Norwegian,Native
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,Swedish,c81a042e,0d91f51b,2025-04-19,2025-04-24,False,int:Yes,Polish,Fluent
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,Swedish,f0b366f0,8ddb2599,2024-08-05,2024-06-30,True,int:Yes,English,Native
Alexander Le,int:Alexander Le,int:Principal C# Developer,alexander.le@mail.test,alexanderle,ext_070d4863,070d4863,cv_070d4863,701.200.6231x20387,+1-697-670-0886x008,1976,Software Engineering,India,Polish,b4b10d67,6f5ed3d7,2024-04-20,2025-12-29,False,int:Yes,Swedish,Intermediate
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,Swedish,00959012,defaf1ad,2024-10-30,2025-12-21,True,int:Yes,Norwegian,Native
Joseph Davidson,int:Joseph Davidson,int:Senior Kubernetes Engineer,joseph.davidson@example.org,josephdavidson,ext_72f144b4,72f144b4,cv_72f144b4,(366)287-0021x7659,239.474.0148,1992,Cloud Engineering,United Kingdom,Norwegian,8d77de11,05302292,2026-02-20,2026-02-12,True,int:Yes,Polish,Fluent
Joseph Davidson,int:Joseph Davidson,int:Senior Kubernetes Engineer,joseph.davidson@example.org,josephdavidson,ext_72f144b4,72f144b4,cv_72f144b4,(366)287-0021x7659,239.474.0148,1992,Cloud Engineering,United Kingdom,Norwegian,e6ee5ca7,f78d49d1,2025-11-23,2026-03-02,True,int:No,Swedish,Intermediate
Joseph Davidson,int:Joseph Davidson,int:Senior Kubernetes Engineer,joseph.davidson@example.org,josephdavidson,ext_72f144b4,72f144b4,cv_72f144b4,(366)287-0021x7659,239.474.0148,1992,Cloud Engineering,United Kingdom,Norwegian,030cf846,f9e87b59,2026-03-05,2025-09-20,True,int:No,English,Intermediate
Daniel Graham,int:Daniel Graham,int:Associate Azure Engineer,daniel.graham@example.com,danielgraham,ext_1662eb15,1662eb15,cv_1662eb15,703-892-6142x93968,001-821-785-0163x15999,1969,Cloud Engineering,United Kingdom,British,0a468e21,e25c23cd,2025-02-16,2024-08-16,True,int:No,Norwegian,Native
Shawn Mckay,int:Shawn Mckay,int:Principal AWS Engineer,shawn.mckay@example.org,shawnmckay,ext_628cdd23,628cdd23,cv_628cdd23,4478735866,494-831-1426,1969,Cloud Engineering,Slovenia,Polish,ed811686,9ce5ae53,2024-04-22,2025-06-14,False,int:No,Polish,Native
Shawn Mckay,int:Shawn Mckay,int:Principal AWS Engineer,shawn.mckay@example.org,shawnmckay,ext_628cdd23,628cdd23,cv_628cdd23,4478735866,494-831-1426,1969,Cloud Engineering,Slovenia,Polish,9a817a4c,36aef041,2024-06-18,2024-08-19,True,int:Yes,Norwegian,Fluent
Nancy Baker,int:Nancy Baker,int:Consultant C# Developer,nancy.baker@example.org,nancybaker,ext_b3daf619,b3daf619,cv_b3daf619,951-810-4754x12126,801-258-1995,2000,Software Engineering,United Kingdom,Danish,ffb8780b,636ed421,2025-07-31,2025-01-05,True,int:No,Polish,Intermediate
Vincent White,int:Vincent White,int:Consultant Python Developer,vincent.white@mail.test,vincentwhite,ext_d174ac33,d174ac33,cv_d174ac33,666-618-3982x6224,921.526.4647x1543,1995,Data Engineering,USA,British,d81277d2,2d1d83ef,2024-11-14,2024-08-23,True,int:No,English,Fluent
Rita Harrell,int:Rita Harrell,int:Consultant Kubernetes Engineer,rita.harrell@mail.test,ritaharrell,ext_063dd152,063dd152,cv_063dd152,812.440.6596x575,759-837-5265x4793,1982,Cloud Engineering,United Kingdom,Danish,78554a80,d28e5471,2026-02-01,2025-10-04,False,int:Yes,Polish,Professional
Rita Harrell,int:Rita Harrell,int:Consultant Kubernetes Engineer,rita.harrell@mail.test,ritaharrell,ext_063dd152,063dd152,cv_063dd152,812.440.6596x575,759-837-5265x4793,1982,Cloud Engineering,United Kingdom,Danish,c5474d58,00056811,2024-08-20,2024-08-31,False,int:Yes,Norwegian,Professional
Kenneth Fowler,int:Kenneth Fowler,int:Senior Frontend Engineer,kenneth.fowler@example.com,kennethfowler,ext_bdce69fd,bdce69fd,cv_bdce69fd,565-919-3982x807,916-872-4342x6617,1973,Software Engineering,Ireland,Polish,0c8f32dd,a3eddab4,2025-06-03,2025-06-23,True,int:Yes,English,Native
Chelsea Hernandez,int:Chelsea Hernandez,int:Senior Data Engineer,chelsea.hernandez@example.org,chelseahernandez,ext_db0d7327,db0d7327,cv_db0d7327,+1-386-580-5891,+1-552-990-9656x10143,1987,Data Engineering,India,Polish,6aa1d396,8bfad794,2024-11-21,2026-03-06,False,int:Yes,Danish,Native
Kathryn Ryan,int:Kathryn Ryan,int:Principal MLOps Engineer,kathryn.ryan@mail.test,kathrynryan,ext_2067d5ef,2067d5ef,cv_2067d5ef,(367)398-2507x146,001-925-745-7387x5717,1990,Data Engineering,Ireland,Swedish,49e5f439,7620cc7f,2025-05-17,2025-07-26,False,int:Yes,Danish,Professional
Kimberly Moreno,int:Kimberly Moreno,int:Senior Data Architect,kimberly.moreno@mail.test,kimberlymoreno,ext_1c32f0ef,1c32f0ef,cv_1c32f0ef,440-410-5123,886-873-6226x60937,1969,Architecture,USA,Swedish,20d0483a,21505053,2025-03-20,2024-05-18,True,int:No,Norwegian,Professional
Kimberly Moreno,int:Kimberly Moreno,int:Senior Data Architect,kimberly.moreno@mail.test,kimberlymoreno,ext_1c32f0ef,1c32f0ef,cv_1c32f0ef,440-410-5123,886-873-6226x60937,1969,Architecture,USA,Swedish,7c8d0653,69db6e20,2024-10-05,2025-07-06,True,int:Yes,Polish,Intermediate
Kimberly Moreno,int:Kimberly Moreno,int:Senior Data Architect,kimberly.moreno@mail.test,kimberlymoreno,ext_1c32f0ef,1c32f0ef,cv_1c32f0ef,440-410-5123,886-873-6226x60937,1969,Architecture,USA,Swedish,4f0628d1,3c5f0aee,2025-05-21,2025-09-28,False,int:Yes,Danish,Professional
Aaron Nguyen,int:Aaron Nguyen,int:Senior Backend Engineer,aaron.nguyen@mail.test,aaronnguyen,ext_0c7b641c,0c7b641c,cv_0c7b641c,7337419182,871.347.8596,1999,Software Engineering,Australia,Danish,c610adbc,8140b406,2024-07-12,2025-06-06,False,int:No,Danish,Professional
Aaron Nguyen,int:Aaron Nguyen,int:Senior Backend Engineer,aaron.nguyen@mail.test,aaronnguyen,ext_0c7b641c,0c7b641c,cv_0c7b641c,7337419182,871.347.8596,1999,Software Engineering,Australia,Danish,f9967783,1e928d39,2025-01-08,2025-08-18,True,int:Yes,English,Intermediate
Aaron Nguyen,int:Aaron Nguyen,int:Senior Backend Engineer,aaron.nguyen@mail.test,aaronnguyen,ext_0c7b641c,0c7b641c,cv_0c7b641c,7337419182,871.347.8596,1999,Software Engineering,Australia,Danish,d19b0936,dd2ede34,2025-12-03,2025-10-03,False,int:Yes,Swedish,Fluent
Andrew Hickman,int:Andrew Hickman,int:Associate AI Engineer,andrew.hickman@example.org,andrewhickman,ext_13d4ab1c,13d4ab1c,cv_13d4ab1c,(557)692-4991x251,825-828-6692,1972,AI/ML,India,British,2befd1cd,b0a3badc,2026-01-26,2025-05-10,True,int:No,Norwegian,Intermediate
Andrew Hickman,int:Andrew Hickman,int:Associate AI Engineer,andrew.hickman@example.org,andrewhickman,ext_13d4ab1c,13d4ab1c,cv_13d4ab1c,(557)692-4991x251,825-828-6692,1972,AI/ML,India,British,cf163ddf,bbbede6a,2024-10-06,2024-08-31,True,int:Yes,English,Native
Natasha Decker,int:Natasha Decker,int:Lead Enterprise Architect,natasha.decker@example.com,natashadecker,ext_a71ca7eb,a71ca7eb,cv_a71ca7eb,(478)728-2742,890.950.7236x887,1999,Architecture,Ireland,Norwegian,870d205a,1eb19da3,2025-06-22,2025-03-12,False,int:No,English,Native
Natasha Decker,int:Natasha Decker,int:Lead Enterprise Architect,natasha.decker@example.com,natashadecker,ext_a71ca7eb,a71ca7eb,cv_a71ca7eb,(478)728-2742,890.950.7236x887,1999,Architecture,Ireland,Norwegian,1e989c0c,38bc7f79,2025-12-31,2025-05-16,False,int:Yes,Polish,Professional
Kyle Brown,int:Kyle Brown,int:Lead Solution Architect,kyle.brown@mail.test,kylebrown,ext_c65ca8dc,c65ca8dc,cv_c65ca8dc,(477)921-9034x04384,001-778-281-9148,1977,Architecture,United Kingdom,British,eedf952f,ba4f9a78,2025-06-26,2025-07-27,True,int:Yes,English,Intermediate
Kyle Brown,int:Kyle Brown,int:Lead Solution Architect,kyle.brown@mail.test,kylebrown,ext_c65ca8dc,c65ca8dc,cv_c65ca8dc,(477)921-9034x04384,001-778-281-9148,1977,Architecture,United Kingdom,British,5254e1b5,5c2e431f,2024-12-26,2024-06-03,True,int:Yes,Polish,Professional
Natalie Arroyo,int:Natalie Arroyo,int:Consultant Analytics Engineer,natalie.arroyo@example.org,nataliearroyo,ext_61679da6,61679da6,cv_61679da6,001-378-536-1340x74517,595.296.2923,1970,Data Engineering,Slovenia,Norwegian,3714dd4b,1e069b69,2025-11-10,2024-10-05,True,int:Yes,Swedish,Fluent
Christopher Tucker,int:Christopher Tucker,int:Associate Backend Engineer,christopher.tucker@example.org,christophertucker,ext_f55f7a7f,f55f7a7f,cv_f55f7a7f,001-658-649-8254,412.660.4223x25367,2001,Software Engineering,USA,Norwegian,1ccd299f,7a71c64d,2024-07-23,2025-04-30,False,int:Yes,English,Professional
Chad Hodges,int:Chad Hodges,int:Senior .NET Engineer,chad.hodges@example.org,chadhodges,ext_7a50d9f1,7a50d9f1,cv_7a50d9f1,+1-266-371-1684x5775,001-775-418-6363x7454,1969,Software Engineering,India,Polish,9ceec875,bb379ffb,2024-12-10,2024-07-22,False,int:No,Polish,Professional
Katie Anderson,int:Katie Anderson,int:Consultant Analytics Engineer,katie.anderson@example.com,katieanderson,ext_8a6fdbc4,8a6fdbc4,cv_8a6fdbc4,001-475-900-1701,706.432.4241x541,1973,Data Engineering,India,Danish,e8f5100b,da155585,2025-07-22,2025-08-12,True,int:Yes,Danish,Fluent
Thomas Pierce,int:Thomas Pierce,int:Consultant Data Platform Engineer,thomas.pierce@mail.test,thomaspierce,ext_548eccf9,548eccf9,cv_548eccf9,9643361103,(893)487-0051,1985,Data Engineering,India,British,8a6fbcf0,551e494f,2026-01-06,2025-10-08,False,int:No,Danish,Professional
Thomas Pierce,int:Thomas Pierce,int:Consultant Data Platform Engineer,thomas.pierce@mail.test,thomaspierce,ext_548eccf9,548eccf9,cv_548eccf9,9643361103,(893)487-0051,1985,Data Engineering,India,British,da921a99,b25c4dae,2026-03-21,2024-04-07,False,int:No,Norwegian,Intermediate
Joseph Brennan,int:Joseph Brennan,int:Consultant DevOps Engineer,joseph.brennan@example.org,josephbrennan,ext_0df44d13,0df44d13,cv_0df44d13,413.361.1155x4262,390.492.7532x69731,1972,Cloud Engineering,United Kingdom,Danish,a3dc74ae,a63d7ea0,2025-10-30,2024-07-15,True,int:No,Norwegian,Intermediate
Joseph Brennan,int:Joseph Brennan,int:Consultant DevOps Engineer,joseph.brennan@example.org,josephbrennan,ext_0df44d13,0df44d13,cv_0df44d13,413.361.1155x4262,390.492.7532x69731,1972,Cloud Engineering,United Kingdom,Danish,7ddf5dee,5c7fb805,2024-08-09,2025-08-21,False,int:No,Danish,Intermediate
Joseph Brennan,int:Joseph Brennan,int:Consultant DevOps Engineer,joseph.brennan@example.org,josephbrennan,ext_0df44d13,0df44d13,cv_0df44d13,413.361.1155x4262,390.492.7532x69731,1972,Cloud Engineering,United Kingdom,Danish,5f6a0e5c,4c096230,2025-05-22,2025-02-22,False,int:No,Polish,Native
Rodney Lewis,int:Rodney Lewis,int:Consultant Data Platform Engineer,rodney.lewis@example.org,rodneylewis,ext_2ea1ebcd,2ea1ebcd,cv_2ea1ebcd,001-619-265-6523x41389,+1-543-989-8364x03761,1976,Data Engineering,Ireland,Norwegian,659f5f3e,61fec35b,2024-04-09,2025-11-01,True,int:No,Polish,Intermediate
Rodney Lewis,int:Rodney Lewis,int:Consultant Data Platform Engineer,rodney.lewis@example.org,rodneylewis,ext_2ea1ebcd,2ea1ebcd,cv_2ea1ebcd,001-619-265-6523x41389,+1-543-989-8364x03761,1976,Data Engineering,Ireland,Norwegian,b2f6c79e,c8774c70,2026-03-15,2025-07-05,False,int:No,Swedish,Intermediate
Amber Blair,int:Amber Blair,int:Principal Backend Engineer,amber.blair@mail.test,amberblair,ext_6ef02489,6ef02489,cv_6ef02489,+1-491-980-5526x9658,001-810-891-0430x06848,1968,Software Engineering,India,Danish,05ab6576,1d56206b,2025-08-31,2026-02-01,True,int:No,Swedish,Fluent
James Collins,int:James Collins,int:Consultant Python Developer,james.collins@example.com,jamescollins,ext_5d30a5fa,5d30a5fa,cv_5d30a5fa,001-561-488-9241x418,+1-556-391-4630,1995,Data Engineering,Ireland,Danish,3d36b791,09e7b3c4,2024-11-02,2025-12-17,False,int:No,English,Fluent
James Collins,int:James Collins,int:Consultant Python Developer,james.collins@example.com,jamescollins,ext_5d30a5fa,5d30a5fa,cv_5d30a5fa,001-561-488-9241x418,+1-556-391-4630,1995,Data Engineering,Ireland,Danish,1d3d86d2,32e02cdb,2025-12-19,2025-11-05,True,int:Yes,Danish,Fluent
James Collins,int:James Collins,int:Consultant Python Developer,james.collins@example.com,jamescollins,ext_5d30a5fa,5d30a5fa,cv_5d30a5fa,001-561-488-9241x418,+1-556-391-4630,1995,Data Engineering,Ireland,Danish,221516ec,b5318078,2025-04-11,2024-09-03,False,int:No,Norwegian,Professional
Wanda Santos,int:Wanda Santos,int:Senior Data Engineer,wanda.santos@mail.test,wandasantos,ext_04a2646e,04a2646e,cv_04a2646e,(717)699-0421x02027,(352)641-0564,1968,Data Engineering,United Kingdom,Norwegian,d163e562,33dd938b,2024-06-12,2025-12-17,False,int:No,Danish,Intermediate
Wanda Santos,int:Wanda Santos,int:Senior Data Engineer,wanda.santos@mail.test,wandasantos,ext_04a2646e,04a2646e,cv_04a2646e,(717)699-0421x02027,(352)641-0564,1968,Data Engineering,United Kingdom,Norwegian,2c7fcb3f,ee9796e4,2024-06-04,2025-07-21,False,int:No,Swedish,Native
Wanda Santos,int:Wanda Santos,int:Senior Data Engineer,wanda.santos@mail.test,wandasantos,ext_04a2646e,04a2646e,cv_04a2646e,(717)699-0421x02027,(352)641-0564,1968,Data Engineering,United Kingdom,Norwegian,2ec5e953,dbcae245,2024-07-21,2025-12-14,False,int:No,English,Professional
Samuel Holmes,int:Samuel Holmes,int:Senior Data Platform Engineer,samuel.holmes@example.org,samuelholmes,ext_d92bf611,d92bf611,cv_d92bf611,001-491-677-8507x925,001-419-413-8000x30756,1993,Data Engineering,Slovenia,Danish,1ceb11af,4af4e2c7,2024-12-24,2024-07-13,False,int:Yes,Swedish,Fluent
David Walker,int:David Walker,int:Consultant MLOps Engineer,david.walker@example.org,davidwalker,ext_0ac3ec36,0ac3ec36,cv_0ac3ec36,3867353654,980-623-8061,1969,Data Engineering,India,British,aec605c1,863522e9,2025-11-14,2024-04-17,True,int:Yes,Norwegian,Intermediate
David Walker,int:David Walker,int:Consultant MLOps Engineer,david.walker@example.org,davidwalker,ext_0ac3ec36,0ac3ec36,cv_0ac3ec36,3867353654,980-623-8061,1969,Data Engineering,India,British,39c788d2,e456ff44,2025-11-26,2025-10-28,True,int:No,Polish,Professional
David Walker,int:David Walker,int:Consultant MLOps Engineer,david.walker@example.org,davidwalker,ext_0ac3ec36,0ac3ec36,cv_0ac3ec36,3867353654,980-623-8061,1969,Data Engineering,India,British,2fde8ff7,4b15bad5,2025-10-02,2025-11-01,True,int:Yes,Danish,Intermediate
Matthew Chapman,int:Matthew Chapman,int:Principal Frontend Engineer,matthew.chapman@example.org,matthewchapman,ext_6445ff31,6445ff31,cv_6445ff31,001-945-718-7053x49493,001-573-783-2060,1972,Software Engineering,Ireland,Polish,0265d5a5,ca2ebc2a,2025-10-17,2025-05-03,False,int:Yes,Danish,Professional
Matthew Chapman,int:Matthew Chapman,int:Principal Frontend Engineer,matthew.chapman@example.org,matthewchapman,ext_6445ff31,6445ff31,cv_6445ff31,001-945-718-7053x49493,001-573-783-2060,1972,Software Engineering,Ireland,Polish,8ab16025,b9de91c9,2024-11-13,2025-04-03,False,int:Yes,Polish,Professional
Matthew Chapman,int:Matthew Chapman,int:Principal Frontend Engineer,matthew.chapman@example.org,matthewchapman,ext_6445ff31,6445ff31,cv_6445ff31,001-945-718-7053x49493,001-573-783-2060,1972,Software Engineering,Ireland,Polish,22804a3d,ca62d333,2025-08-02,2025-10-30,True,int:Yes,English,Native
Jerry Robinson,int:Jerry Robinson,int:Principal Data Architect,jerry.robinson@example.org,jerryrobinson,ext_aab49e6f,aab49e6f,cv_aab49e6f,+1-405-606-4138x3670,303-486-5719,1978,Architecture,United Kingdom,Danish,2dea1d00,87a6c077,2025-01-09,2024-12-25,True,int:Yes,Swedish,Native
Jerry Robinson,int:Jerry Robinson,int:Principal Data Architect,jerry.robinson@example.org,jerryrobinson,ext_aab49e6f,aab49e6f,cv_aab49e6f,+1-405-606-4138x3670,303-486-5719,1978,Architecture,United Kingdom,Danish,9098baf7,d7fa44ec,2025-04-13,2025-06-18,False,int:No,Polish,Professional
Jerry Robinson,int:Jerry Robinson,int:Principal Data Architect,jerry.robinson@example.org,jerryrobinson,ext_aab49e6f,aab49e6f,cv_aab49e6f,+1-405-606-4138x3670,303-486-5719,1978,Architecture,United Kingdom,Danish,737b892f,caf0e381,2025-07-22,2024-05-03,False,int:Yes,English,Intermediate
Chad Welch,int:Chad Welch,int:Principal Full-stack Engineer,chad.welch@example.com,chadwelch,ext_78a65f8c,78a65f8c,cv_78a65f8c,+1-761-799-0623x4456,943.713.2912x127,1982,Software Engineering,United Kingdom,Danish,06a5e5dd,0c39fa36,2024-09-12,2025-10-19,False,int:Yes,English,Professional
Chad Welch,int:Chad Welch,int:Principal Full-stack Engineer,chad.welch@example.com,chadwelch,ext_78a65f8c,78a65f8c,cv_78a65f8c,+1-761-799-0623x4456,943.713.2912x127,1982,Software Engineering,United Kingdom,Danish,489dbe84,33a4cafc,2024-04-14,2026-03-15,False,int:No,Danish,Professional
Chad Welch,int:Chad Welch,int:Principal Full-stack Engineer,chad.welch@example.com,chadwelch,ext_78a65f8c,78a65f8c,cv_78a65f8c,+1-761-799-0623x4456,943.713.2912x127,1982,Software Engineering,United Kingdom,Danish,25d44268,eb18f9a1,2025-02-04,2025-03-26,True,int:Yes,Norwegian,Intermediate
Jeremy Whitehead,int:Jeremy Whitehead,int:Principal Data Architect,jeremy.whitehead@example.org,jeremywhitehead,ext_a8642c79,a8642c79,cv_a8642c79,(218)553-7474x11249,521-335-6804x42067,1987,Architecture,United Kingdom,Danish,50548fed,abb93bb0,2024-09-30,2024-07-16,False,int:No,Swedish,Professional
Michele Jones,int:Michele Jones,int:Consultant Analytics Engineer,michele.jones@example.org,michelejones,ext_c4cab599,c4cab599,cv_c4cab599,612.310.0323x651,9132721510,1969,Data Engineering,United Kingdom,Polish,81557c1b,1fb08612,2025-08-27,2024-07-31,False,int:Yes,Danish,Intermediate
Michele Jones,int:Michele Jones,int:Consultant Analytics Engineer,michele.jones@example.org,michelejones,ext_c4cab599,c4cab599,cv_c4cab599,612.310.0323x651,9132721510,1969,Data Engineering,United Kingdom,Polish,45351417,4af0c624,2026-03-30,2026-04-03,False,int:No,Swedish,Intermediate
John Caldwell,int:John Caldwell,int:Principal Databricks Engineer,john.caldwell@example.org,johncaldwell,ext_e6905c65,e6905c65,cv_e6905c65,(796)567-0662,(544)672-0999,1979,Data Engineering,Australia,British,2b497b42,8fd55866,2024-05-06,2025-10-18,True,int:No,Swedish,Fluent
Jason Anderson,int:Jason Anderson,int:Consultant Analytics Engineer,jason.anderson@example.com,jasonanderson,ext_f7500785,f7500785,cv_f7500785,268.870.1462x6383,001-257-787-5985x642,1974,Data Engineering,United Kingdom,Danish,e23bfb67,ecb817c5,2025-09-15,2026-03-12,False,int:Yes,Danish,Intermediate
Jason Anderson,int:Jason Anderson,int:Consultant Analytics Engineer,jason.anderson@example.com,jasonanderson,ext_f7500785,f7500785,cv_f7500785,268.870.1462x6383,001-257-787-5985x642,1974,Data Engineering,United Kingdom,Danish,6cc9f4c5,6835d3a5,2025-07-03,2024-04-07,True,int:Yes,English,Intermediate
Selena Duncan,int:Selena Duncan,int:Principal Databricks Engineer,selena.duncan@example.org,selenaduncan,ext_b207a278,b207a278,cv_b207a278,+1-530-540-7859x321,780-239-6522x395,1993,Data Engineering,Spain,Danish,eb396af1,efc74e24,2024-09-04,2025-08-12,False,int:No,English,Native
Selena Duncan,int:Selena Duncan,int:Principal Databricks Engineer,selena.duncan@example.org,selenaduncan,ext_b207a278,b207a278,cv_b207a278,+1-530-540-7859x321,780-239-6522x395,1993,Data Engineering,Spain,Danish,64cce8b6,a1ca11bc,2025-10-20,2024-04-04,True,int:Yes,Danish,Native
Selena Duncan,int:Selena Duncan,int:Principal Databricks Engineer,selena.duncan@example.org,selenaduncan,ext_b207a278,b207a278,cv_b207a278,+1-530-540-7859x321,780-239-6522x395,1993,Data Engineering,Spain,Danish,dbc0cd5c,f3f6efde,2024-08-08,2026-01-05,False,int:No,Norwegian,Intermediate
Thomas Mueller,int:Thomas Mueller,int:Senior Data Engineer,thomas.mueller@example.org,thomasmueller,ext_589daaff,589daaff,cv_589daaff,001-259-392-9378x427,5394308705,1977,Data Engineering,United Kingdom,Danish,1d8180f1,b5b9642d,2025-08-09,2024-07-27,False,int:Yes,Norwegian,Fluent
Thomas Mueller,int:Thomas Mueller,int:Senior Data Engineer,thomas.mueller@example.org,thomasmueller,ext_589daaff,589daaff,cv_589daaff,001-259-392-9378x427,5394308705,1977,Data Engineering,United Kingdom,Danish,6f854524,5ec5d036,2025-05-11,2025-02-10,True,int:Yes,Polish,Intermediate
