Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality (#{lang}),Owner last removed or added a section,Owner last updated CV,Last updated CV,Summary Of Qualifications,Owner last updated Qualifications,Project Experiences,Unique roles,Owner last updated Project Experiences,Highlighted roles,Owner last updated Highlighted roles,Skill categories,Owner last updated Skill categories,Educations,Years of education,Owner last updated Educations,Work experiences,Years since first work experience,Owner last updated Work experiences,Certifications,Owner last updated Certifications,Courses,Owner last updated Courses,Presentations,Owner last updated Presentations,Recommendations,Owner last updated Recommendations,Positions,Owner last updated Positions,Mentoring,Owner last updated Mentoring,Publications,Owner last updated Publications,Honors and awards,Owner last updated Honors and awards,Languages,Owner last updated Languages,Owner last updated Unique roles
Whitney Hicks,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,int:Norwegian,2025-11-11,2025-06-12,2025-09-29,Associate .NET Engineer in software engineering delivering data platforms & analytics.,2025-04-07,3,0,2026-01-02,0,2025-10-02,2,2024-04-06,2,16,2024-12-18,4,16,2025-07-13,0,2024-12-05,3,2025-07-15,0,2025-01-06,1,2024-06-07,2,2025-11-11,0,2025-11-28,2,2024-08-29,0,2024-11-20,1,2026-02-22,2026-01-21
Christopher Williams,int:Christopher Williams,int:Senior Data Scientist,christopher.williams@mail.test,christopherwilliams,ext_0d490173,0d490173,cv_0d490173,378-268-6337x5243,+1-269-803-3119x07903,1997,AI/ML,United Kingdom,int:Swedish,2025-11-20,2025-04-19,2026-03-13,,2024-07-07,2,2,2024-06-13,3,2025-07-27,4,2024-04-17,1,12,2024-09-06,3,17,2026-03-26,2,2025-10-27,4,2025-12-17,2,2025-06-10,1,2025-03-15,0,2025-10-23,2,2024-08-28,3,2025-02-19,2,2026-01-19,4,2025-08-18,2026-02-04
Daniel Burton,int:Daniel Burton,int:Associate .NET Engineer,daniel.burton@example.com,danielburton,ext_5ac8e5a9,5ac8e5a9,cv_5ac8e5a9,738.530.2843x959,928-236-4408x9268,1989,Software Engineering,Australia,int:Danish,2025-08-25,2025-12-22,2025-09-10,Associate .NET Engineer in software engineering delivering data platforms & analytics.,2025-05-02,3,3,2026-01-27,0,2025-04-18,3,2024-07-24,3,12,2024-11-22,3,20,2025-08-29,4,2024-04-14,6,2024-12-02,3,2025-12-07,0,2025-06-22,0,2024-12-24,0,2026-02-23,5,2024-09-22,0,2025-10-26,4,2024-12-08,2025-05-14
Laura Henderson,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,int:Norwegian,2025-04-18,2025-08-30,2025-11-16,,2025-07-19,1,1,2024-06-22,2,2026-01-08,5,2025-11-09,0,13,2026-01-23,4,15,2025-06-27,3,2025-02-13,0,2026-01-10,2,2025-06-02,1,2024-04-04,3,2024-12-27,0,2025-01-29,0,2024-10-13,0,2025-08-27,1,2024-05-18,2025-10-05
Bryan James,int:Bryan James,int:Associate Data Engineer,bryan.james@mail.test,bryanjames,ext_08bf9381,08bf9381,cv_08bf9381,+1-317-551-8304x6990,001-598-837-3540x33173,1975,Data Engineering,Spain,int:British,2025-04-12,2025-08-23,2025-10-04,,2024-04-24,2,1,2024-08-27,0,2026-03-24,1,2024-09-06,3,16,2024-07-31,2,22,2025-09-12,2,2026-01-14,1,2024-05-20,1,2024-08-19,1,2024-07-11,3,2025-11-06,1,2025-05-07,3,2024-05-23,2,2025-05-14,2,2026-03-20,2025-03-01
Wendy Rice,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,int:Swedish,2026-03-16,2025-12-13,2025-12-28,Principal Databricks Engineer in data engineering delivering data platforms & analytics.,2025-01-28,1,3,2024-04-20,1,2025-10-15,4,2024-07-27,2,18,2025-03-13,0,22,2025-08-25,3,2025-04-12,2,2025-09-01,0,2025-09-20,1,2024-05-08,1,2024-08-21,2,2026-03-20,3,2025-03-20,2,2025-03-27,1,2026-03-18,2024-09-21
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,int:Swedish,2025-08-12,2025-08-27,2025-09-24,,2025-10-04,2,2,2024-09-14,0,2025-10-19,4,2024-09-25,3,12,2025-01-12,3,11,2025-03-09,3,2025-06-16,2,2024-05-28,2,2024-04-28,2,2024-05-07,3,2025-01-11,2,2024-06-23,2,2025-06-17,0,2024-04-15,2,2024-07-07,2024-08-02
Alexander Le,int:Alexander Le,int:Principal C# Developer,alexander.le@mail.test,alexanderle,ext_070d4863,070d4863,cv_070d4863,701.200.6231x20387,+1-697-670-0886x008,1976,Software Engineering,India,int:Polish,2025-05-14,2025-08-19,2025-07-20,Principal C# Developer in software engineering delivering data platforms & analytics.,2024-08-16,6,0,2026-03-01,0,2025-06-11,1,2025-01-28,0,19,2025-08-30,5,2,2025-08-18,0,2024-12-24,4,2024-09-16,3,2025-03-09,0,2025-12-07,3,2025-09-15,2,2024-12-09,4,2025-11-27,2,2025-04-09,1,2024-12-14,2024-05-20
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,int:Swedish,2026-03-18,2026-03-27,2026-03-21,,2025-10-28,3,3,2025-03-16,0,2024-07-28,3,2025-05-13,1,18,2025-04-25,4,2,2025-10-11,2,2024-08-26,2,2025-01-18,2,2025-07-30,1,2024-09-11,3,2025-02-27,2,2025-09-18,1,2024-07-11,0,2024-06-13,4,2025-02-25,2024-10-19
Joseph Davidson,int:Joseph Davidson,int:Senior Kubernetes Engineer,joseph.davidson@example.org,josephdavidson,ext_72f144b4,72f144b4,cv_72f144b4,(366)287-0021x7659,239.474.0148,1992,Cloud Engineering,United Kingdom,int:Norwegian,2025-07-19,2026-02-02,2025-05-15,Senior Kubernetes Engineer in cloud engineering delivering data platforms & analytics.,2024-08-21,6,0,2025-02-26,3,2025-07-11,2,2024-09-14,3,11,2025-10-23,5,22,2025-05-08,1,2025-09-07,3,2025-12-29,2,2025-12-29,2,2026-03-08,1,2025-01-11,1,2026-03-23,1,2024-06-29,0,2024-08-04,2,2025-10-29,2024-06-30
Daniel Graham,int:Daniel Graham,int:Associate Azure Engineer,daniel.graham@example.com,danielgraham,ext_1662eb15,1662eb15,cv_1662eb15,703-892-6142x93968,001-821-785-0163x15999,1969,Cloud Engineering,United Kingdom,int:British,2025-07-03,2025-11-29,2025-09-22,,2025-07-11,0,4,2024-05-28,0,2025-06-26,5,2026-01-09,3,18,2025-11-07,0,13,2024-06-30,1,2026-03-11,3,2024-06-19,2,2024-08-18,0,2025-12-19,1,2025-12-11,2,2024-12-19,1,2024-08-01,1,2025-11-29,2,2025-12-15,2026-02-10
Shawn Mckay,int:Shawn Mckay,int:Principal AWS Engineer,shawn.mckay@example.org,shawnmckay,ext_628cdd23,628cdd23,cv_628cdd23,4478735866,494-831-1426,1969,Cloud Engineering,Slovenia,int:Polish,2026-02-25,2025-07-28,2025-05-18,Principal AWS Engineer in cloud engineering delivering data platforms & analytics.,2026-01-15,1,2,2025-08-31,2,2025-01-29,2,2025-03-15,0,11,2025-05-17,0,20,2024-06-24,3,2024-12-28,6,2025-10-21,2,2025-10-01,0,2025-06-02,3,2026-03-24,0,2025-10-03,3,2024-05-28,0,2024-08-31,4,2024-06-26,2024-04-30
Nancy Baker,int:Nancy Baker,int:Consultant C# Developer,nancy.baker@example.org,nancybaker,ext_b3daf619,b3daf619,cv_b3daf619,951-810-4754x12126,801-258-1995,2000,Software Engineering,United Kingdom,int:Danish,2025-05-28,2026-03-19,2025-07-03,Consultant C# Developer in software engineering delivering data platforms & analytics.,2026-03-11,4,0,2024-10-20,0,2025-10-29,3,2025-08-25,2,19,2025-03-26,3,20,2025-12-07,4,2025-08-24,4,2026-03-04,0,2025-05-03,0,2025-11-13,4,2025-08-21,2,2026-01-08,2,2024-04-25,0,2025-11-25,2,2025-07-03,2024-10-26
Vincent White,int:Vincent White,int:Consultant Python Developer,vincent.white@mail.test,vincentwhite,ext_d174ac33,d174ac33,cv_d174ac33,666-618-3982x6224,921.526.4647x1543,1995,Data Engineering,USA,int:British,2025-11-26,2026-01-05,2025-12-23,,2024-04-30,2,3,2025-06-20,1,2025-12-19,1,2024-08-14,2,15,2024-08-10,5,21,2025-05-19,4,2025-10-16,5,2025-09-05,2,2024-11-20,1,2025-01-15,3,2025-01-02,1,2025-01-25,4,2024-08-01,1,2025-06-29,2,2025-05-12,2025-02-25
Rita Harrell,int:Rita Harrell,int:Consultant Kubernetes Engineer,rita.harrell@mail.test,ritaharrell,ext_063dd152,063dd152,cv_063dd152,812.440.6596x575,759-837-5265x4793,1982,Cloud Engineering,United Kingdom,int:Danish,2025-11-04,2025-05-29,2025-05-08,,2024-10-07,4,0,2025-04-08,3,2026-03-04,4,2025-12-07,1,17,2025-10-01,4,2,2025-05-08,2,2025-01-19,2,2025-09-25,0,2025-04-02,1,2025-07-26,1,2026-01-19,0,2025-08-26,4,2024-05-31,1,2025-03-19,4,2025-03-19,2025-02-20
Kenneth Fowler,int:Kenneth Fowler,int:Senior Frontend Engineer,kenneth.fowler@example.com,kennethfowler,ext_bdce69fd,bdce69fd,cv_bdce69fd,565-919-3982x807,916-872-4342x6617,1973,Software Engineering,Ireland,int:Polish,2025-09-18,2025-11-09,2025-05-30,Senior Frontend Engineer in software engineering delivering data platforms & analytics.,2025-08-29,1,2,2024-10-11,0,2025-12-19,1,2024-09-06,2,10,2025-06-23,5,9,2024-07-20,0,2024-05-16,5,2026-01-17,2,2024-08-24,0,2024-06-11,3,2025-01-27,2,2024-05-05,2,2025-01-13,0,2025-05-13,1,2025-05-11,2025-08-24
Chelsea Hernandez,int:Chelsea Hernandez,int:Senior Data Engineer,chelsea.hernandez@example.org,chelseahernandez,ext_db0d7327,db0d7327,cv_db0d7327,+1-386-580-5891,+1-552-990-9656x10143,1987,Data Engineering,India,int:Polish,2025-12-03,2025-06-12,2026-03-24,Senior Data Engineer in data engineering delivering data platforms & analytics.,2025-06-16,1,1,2026-03-16,0,2024-08-22,4,2026-03-30,3,11,2024-12-17,0,24,2025-06-16,2,2025-11-20,3,2025-02-15,0,2026-02-25,0,2024-10-04,3,2024-10-10,0,2026-02-22,4,2025-04-23,1,2024-06-12,4,2026-03-18,2024-06-13
Kathryn Ryan,int:Kathryn Ryan,int:Principal MLOps Engineer,kathryn.ryan@mail.test,kathrynryan,ext_2067d5ef,2067d5ef,cv_2067d5ef,(367)398-2507x146,001-925-745-7387x5717,1990,Data Engineering,Ireland,int:Swedish,2025-09-14,2025-11-02,2025-04-12,Principal MLOps Engineer in data engineering delivering data platforms & analytics.,2024-12-24,0,3,2024-11-14,0,2025-11-30,4,2025-03-17,2,18,2024-07-10,2,16,2025-12-19,2,2026-03-05,6,2025-08-17,2,2026-02-14,1,2026-03-24,0,2025-11-12,2,2025-12-17,2,2025-05-08,1,2024-04-29,1,2025-01-12,2024-06-16
Kimberly Moreno,int:Kimberly Moreno,int:Senior Data Architect,kimberly.moreno@mail.test,kimberlymoreno,ext_1c32f0ef,1c32f0ef,cv_1c32f0ef,440-410-5123,886-873-6226x60937,1969,Architecture,USA,int:Swedish,2025-11-19,2025-10-17,2025-04-16,Senior Data Architect in architecture delivering data platforms & analytics.,2024-07-15,1,1,2025-03-11,0,2024-04-18,2,2025-10-11,2,14,2025-11-13,6,5,2024-08-14,4,2024-12-18,0,2025-12-02,0,2025-11-25,1,2025-05-12,0,2025-11-03,0,2024-08-13,0,2025-02-04,1,2024-06-20,1,2025-01-01,2025-07-01
Aaron Nguyen,int:Aaron Nguyen,int:Senior Backend Engineer,aaron.nguyen@mail.test,aaronnguyen,ext_0c7b641c,0c7b641c,cv_0c7b641c,7337419182,871.347.8596,1999,Software Engineering,Australia,int:Danish,2025-04-04,2026-02-20,2025-10-05,,2024-09-09,5,0,2025-07-29,1,2024-06-10,5,2025-09-05,3,17,2024-04-22,5,6,2026-01-14,3,2026-01-17,2,2024-11-13,2,2026-02-01,2,2025-08-29,3,2026-03-21,0,2024-05-17,0,2025-08-25,1,2024-12-10,3,2025-03-05,2024-05-28
Andrew Hickman,int:Andrew Hickman,int:Associate AI Engineer,andrew.hickman@example.org,andrewhickman,ext_13d4ab1c,13d4ab1c,cv_13d4ab1c,(557)692-4991x251,825-828-6692,1972,AI/ML,India,int:British,2026-01-27,2025-12-12,2025-09-29,Associate AI Engineer in ai/ml delivering data platforms & analytics.,2025-03-05,1,3,2024-12-26,0,2024-10-25,3,2025-09-08,1,16,2025-02-18,6,5,2025-09-23,4,2026-01-23,6,2025-06-23,2,2025-01-25,1,2025-10-17,3,2024-05-01,2,2025-05-24,1,2024-08-20,2,2024-06-09,1,2025-12-20,2024-07-07
Natasha Decker,int:Natasha Decker,int:Lead Enterprise Architect,natasha.decker@example.com,natashadecker,ext_a71ca7eb,a71ca7eb,cv_a71ca7eb,(478)728-2742,890.950.7236x887,1999,Architecture,Ireland,int:Norwegian,2025-11-19,2026-02-02,2025-06-26,Lead Enterprise Architect in architecture delivering data platforms & analytics.,2026-01-07,1,3,2025-04-06,0,2025-08-29,1,2025-10-31,1,10,2025-02-21,0,1,2024-11-05,3,2025-01-17,1,2024-10-30,2,2025-04-27,0,2026-02-08,3,2025-01-07,2,2025-06-28,4,2025-03-21,1,2025-12-24,3,2026-02-12,2025-01-17
Kyle Brown,int:Kyle Brown,int:Lead Solution Architect,kyle.brown@mail.test,kylebrown,ext_c65ca8dc,c65ca8dc,cv_c65ca8dc,(477)921-9034x04384,001-778-281-9148,1977,Architecture,United Kingdom,int:British,2025-04-20,2026-03-09,2025-05-08,Lead Solution Architect in architecture delivering data platforms & analytics.,2025-07-23,5,3,2025-12-11,3,2025-12-07,2,2026-02-08,2,15,2026-02-26,1,9,2024-08-22,3,2025-07-05,1,2025-08-02,2,2026-01-26,2,2024-10-06,4,2025-12-21,1,2025-06-25,4,2025-08-15,1,2024-07-07,1,2024-04-17,2025-08-22
Natalie Arroyo,int:Natalie Arroyo,int:Consultant Analytics Engineer,natalie.arroyo@example.org,nataliearroyo,ext_61679da6,61679da6,cv_61679da6,001-378-536-1340x74517,595.296.2923,1970,Data Engineering,Slovenia,int:Norwegian,2026-04-02,2026-02-14,2025-12-30,,2024-11-04,5,3,2024-04-16,3,2024-12-01,4,2025-05-26,0,16,2024-04-29,1,18,2025-08-02,2,2025-10-11,3,2025-05-16,1,2024-05-06,0,2026-01-22,1,2025-10-15,1,2025-09-24,5,2025-04-28,1,2024-12-23,3,2025-11-09,2024-07-05
Christopher Tucker,int:Christopher Tucker,int:Associate Backend Engineer,christopher.tucker@example.org,christophertucker,ext_f55f7a7f,f55f7a7f,cv_f55f7a7f,001-658-649-8254,412.660.4223x25367,2001,Software Engineering,USA,int:Norwegian,2025-07-27,2025-11-28,2025-08-05,Associate Backend Engineer in software engineering delivering data platforms & analytics.,2025-12-12,0,3,2026-02-16,3,2024-08-31,3,2024-05-07,0,19,2025-06-10,1,16,2025-08-13,2,2024-10-13,0,2024-11-04,1,2025-10-14,2,2025-11-04,0,2025-12-28,2,2025-12-22,2,2025-05-27,1,2025-04-25,1,2024-12-26,2026-03-17
Chad Hodges,int:Chad Hodges,int:Senior .NET Engineer,chad.hodges@example.org,chadhodges,ext_7a50d9f1,7a50d9f1,cv_7a50d9f1,+1-266-371-1684x5775,001-775-418-6363x7454,1969,Software Engineering,India,int:Polish,2026-02-05,2025-11-16,2025-04-17,Senior .NET Engineer in software engineering delivering data platforms & analytics.,2024-10-19,3,2,2024-06-17,2,2025-11-03,4,2025-02-07,2,16,2025-08-21,2,3,2024-05-28,3,2025-11-09,0,2025-04-03,2,2024-11-10,1,2026-03-03,2,2025-07-27,2,2024-08-20,5,2024-04-21,2,2025-01-17,4,2025-03-31,2026-03-13
Katie Anderson,int:Katie Anderson,int:Consultant Analytics Engineer,katie.anderson@example.com,katieanderson,ext_8a6fdbc4,8a6fdbc4,cv_8a6fdbc4,001-475-900-1701,706.432.4241x541,1973,Data Engineering,India,int:Danish,2025-11-13,2025-10-27,2025-12-27,Consultant Analytics Engineer in data engineering delivering data platforms & analytics.,2026-02-20,1,0,2024-08-18,1,2024-04-15,4,2025-04-17,0,10,2024-07-15,2,4,2025-11-29,4,2025-01-15,3,2024-12-24,1,2024-08-31,1,2025-04-13,2,2025-06-12,1,2025-12-12,3,2026-03-26,2,2024-11-09,4,2024-05-02,2024-10-18
Thomas Pierce,int:Thomas Pierce,int:Consultant Data Platform Engineer,thomas.pierce@mail.test,thomaspierce,ext_548eccf9,548eccf9,cv_548eccf9,9643361103,(893)487-0051,1985,Data Engineering,India,int:British,2025-08-14,2026-03-14,2025-12-13,Consultant Data Platform Engineer in data engineering delivering data platforms & analytics.,2025-06-18,1,3,2024-08-04,1,2026-02-08,5,2024-11-19,2,15,2025-05-25,4,18,2026-03-29,4,2025-01-18,5,2025-04-08,1,2024-05-27,1,2026-04-03,3,2026-02-11,1,2025-07-20,0,2025-11-13,1,2025-04-10,1,2025-06-17,2025-11-28
Joseph Brennan,int:Joseph Brennan,int:Consultant DevOps Engineer,joseph.brennan@example.org,josephbrennan,ext_0df44d13,0df44d13,cv_0df44d13,413.361.1155x4262,390.492.7532x69731,1972,Cloud Engineering,United Kingdom,int:Danish,2025-04-21,2025-05-12,2025-09-18,,2025-01-26,6,4,2025-02-19,1,2025-07-10,1,2025-05-29,2,16,2024-07-31,1,23,2025-05-20,1,2025-10-08,3,2024-09-03,0,2025-01-12,1,2024-05-08,1,2025-05-08,0,2024-08-19,3,2025-11-12,1,2024-05-04,2,2025-09-11,2025-12-24
Rodney Lewis,int:Rodney Lewis,int:Consultant Data Platform Engineer,rodney.lewis@example.org,rodneylewis,ext_2ea1ebcd,2ea1ebcd,cv_2ea1ebcd,001-619-265-6523x41389,+1-543-989-8364x03761,1976,Data Engineering,Ireland,int:Norwegian,2026-02-13,2026-01-23,2025-07-08,Consultant Data Platform Engineer in data engineering delivering data platforms & analytics.,2025-01-06,2,1,2024-04-23,3,2024-11-04,5,2024-05-02,1,17,2024-04-04,2,18,2025-04-02,2,2024-12-10,0,2025-04-06,2,2025-01-21,2,2024-12-12,3,2025-01-28,2,2025-02-07,1,2024-12-17,1,2026-03-06,4,2024-09-08,2025-05-18
Amber Blair,int:Amber Blair,int:Principal Backend Engineer,amber.blair@mail.test,amberblair,ext_6ef02489,6ef02489,cv_6ef02489,+1-491-980-5526x9658,001-810-891-0430x06848,1968,Software Engineering,India,int:Danish,2025-09-14,2026-01-29,2025-09-09,,2024-05-17,0,3,2026-03-28,0,2024-10-20,2,2024-12-18,2,11,2026-02-07,6,24,2026-01-07,1,2026-02-06,4,2025-07-01,2,2024-06-07,0,2025-12-15,4,2025-04-27,2,2024-08-03,4,2025-12-25,1,2025-06-10,1,2024-09-01,2024-12-16
James Collins,int:James Collins,int:Consultant Python Developer,james.collins@example.com,jamescollins,ext_5d30a5fa,5d30a5fa,cv_5d30a5fa,001-561-488-9241x418,+1-556-391-4630,1995,Data Engineering,Ireland,int:Danish,2025-10-31,2025-05-17,2025-10-26,Consultant Python Developer in data engineering delivering data platforms & analytics.,2026-03-28,3,2,2024-11-23,0,2024-04-29,1,2025-09-10,0,17,2025-12-07,5,3,2026-01-25,1,2026-04-03,4,2025-10-29,1,2024-07-24,2,2025-12-01,3,2024-10-18,0,2025-12-25,1,2025-07-24,2,2025-09-06,2,2025-12-18,2024-07-04
Wanda Santos,int:Wanda Santos,int:Senior Data Engineer,wanda.santos@mail.test,wandasantos,ext_04a2646e,04a2646e,cv_04a2646e,(717)699-0421x02027,(352)641-0564,1968,Data Engineering,United Kingdom,int:Norwegian,2025-05-02,2025-05-23,2026-01-30,Senior Data Engineer in data engineering delivering data platforms & analytics.,2025-01-16,3,0,2025-11-05,3,2026-03-12,4,2025-09-26,0,15,2025-11-09,0,15,2024-05-30,2,2025-07-31,3,2025-10-11,3,2024-10-27,0,2024-04-17,1,2024-09-21,2,2025-09-10,2,2024-12-02,2,2024-11-28,4,2025-06-11,2024-06-21
Samuel Holmes,int:Samuel Holmes,int:Senior Data Platform Engineer,samuel.holmes@example.org,samuelholmes,ext_d92bf611,d92bf611,cv_d92bf611,001-491-677-8507x925,001-419-413-8000x30756,1993,Data Engineering,Slovenia,int:Danish,2025-08-12,2026-02-01,2025-06-19,,2025-03-01,2,0,2026-03-23,3,2025-05-28,3,2026-02-28,2,19,2024-06-12,3,8,2024-06-06,3,2024-05-31,5,2024-07-08,0,2025-01-03,1,2026-02-19,3,2025-04-05,1,2025-11-12,1,2024-12-10,0,2024-12-20,3,2025-06-24,2024-08-17
David Walker,int:David Walker,int:Consultant MLOps Engineer,david.walker@example.org,davidwalker,ext_0ac3ec36,0ac3ec36,cv_0ac3ec36,3867353654,980-623-8061,1969,Data Engineering,India,int:British,2025-08-11,2026-01-22,2025-11-12,Consultant MLOps Engineer in data engineering delivering data platforms & analytics.,2024-05-29,0,1,2025-05-28,2,2026-01-24,5,2024-06-12,1,17,2024-11-24,2,10,2025-03-14,4,2024-12-06,3,2024-07-22,0,2024-05-29,0,2025-10-01,1,2024-08-22,1,2024-04-08,5,2024-10-31,2,2024-05-29,3,2024-10-12,2025-02-24
Matthew Chapman,int:Matthew Chapman,int:Principal Frontend Engineer,matthew.chapman@example.org,matthewchapman,ext_6445ff31,6445ff31,cv_6445ff31,001-945-718-7053x49493,001-573-783-2060,1972,Software Engineering,Ireland,int:Polish,2026-02-13,2025-04-28,2026-02-08,Principal Frontend Engineer in software engineering delivering data platforms & analytics.,2024-11-08,2,1,2024-05-08,2,2025-05-07,5,2025-08-09,2,19,2025-08-04,4,13,2025-12-17,4,2025-10-07,6,2025-03-06,3,2025-01-28,0,2026-01-28,0,2026-01-30,0,2024-07-16,5,2025-07-21,0,2025-12-07,2,2026-02-24,2024-12-02
Jerry Robinson,int:Jerry Robinson,int:Principal Data Architect,jerry.robinson@example.org,jerryrobinson,ext_aab49e6f,aab49e6f,cv_aab49e6f,+1-405-606-4138x3670,303-486-5719,1978,Architecture,United Kingdom,int:Danish,2025-12-24,2025-11-25,2025-07-26,,2025-01-10,6,0,2024-05-08,3,2025-08-16,3,2025-09-09,0,19,2025-10-20,1,21,2025-01-14,2,2024-10-09,0,2025-09-19,3,2026-01-05,1,2024-08-15,1,2026-03-10,2,2024-06-28,4,2024-05-19,2,2025-12-26,2,2025-09-07,2025-06-15
Chad Welch,int:Chad Welch,int:Principal Full-stack Engineer,chad.welch@example.com,chadwelch,ext_78a65f8c,78a65f8c,cv_78a65f8c,+1-761-799-0623x4456,943.713.2912x127,1982,Software Engineering,United Kingdom,int:Danish,2025-12-27,2025-12-18,2025-06-15,,2024-12-04,0,1,2024-11-07,0,2025-04-03,3,2024-07-09,3,17,2024-09-08,4,25,2025-11-13,4,2026-01-25,6,2025-01-09,0,2025-01-21,1,2024-07-02,1,2025-03-14,2,2026-01-21,5,2024-08-29,2,2026-01-13,4,2025-11-24,2025-04-08
Jeremy Whitehead,int:Jeremy Whitehead,int:Principal Data Architect,jeremy.whitehead@example.org,jeremywhitehead,ext_a8642c79,a8642c79,cv_a8642c79,(218)553-7474x11249,521-335-6804x42067,1987,Architecture,United Kingdom,int:Danish,2026-02-28,2026-01-13,2025-11-07,Principal Data Architect in architecture delivering data platforms & analytics.,2026-01-17,6,4,2024-10-03,2,2025-07-30,1,2024-10-20,0,18,2024-07-17,3,16,2024-11-07,1,2025-05-19,0,2025-02-19,2,2024-07-09,0,2026-02-04,1,2024-09-21,1,2024-04-19,2,2025-12-11,1,2024-08-15,3,2024-12-07,2024-08-22
Michele Jones,int:Michele Jones,int:Consultant Analytics Engineer,michele.jones@example.org,michelejones,ext_c4cab599,c4cab599,cv_c4cab599,612.310.0323x651,9132721510,1969,Data Engineering,United Kingdom,int:Polish,2025-12-04,2025-07-25,2026-02-25,Consultant Analytics Engineer in data engineering delivering data platforms & analytics.,2024-09-03,2,0,2024-07-18,0,2026-02-26,3,2025-04-14,3,20,2026-01-21,2,6,2025-02-01,1,2024-07-30,2,2024-07-15,0,2026-01-11,0,2024-09-16,1,2024-11-29,2,2025-11-22,5,2025-06-30,1,2026-02-20,1,2025-12-18,2024-04-14
John Caldwell,int:John Caldwell,int:Principal Databricks Engineer,john.caldwell@example.org,johncaldwell,ext_e6905c65,e6905c65,cv_e6905c65,(796)567-0662,(544)672-0999,1979,Data Engineering,Australia,int:British,2025-04-19,2025-04-18,2026-03-25,Principal Databricks Engineer in data engineering delivering data platforms & analytics.,2024-09-15,0,3,2024-11-26,1,2025-03-03,3,2025-03-13,3,16,2024-04-21,3,1,2025-11-26,2,2025-01-18,6,2024-04-15,1,2025-01-21,0,2024-09-18,0,2025-11-13,0,2025-12-06,1,2025-01-10,2,2025-12-04,4,2024-07-12,2026-02-09
Jason Anderson,int:Jason Anderson,int:Consultant Analytics Engineer,jason.anderson@example.com,jasonanderson,ext_f7500785,f7500785,cv_f7500785,268.870.1462x6383,001-257-787-5985x642,1974,Data Engineering,United Kingdom,int:Danish,2026-03-27,2025-11-27,2026-03-05,Consultant Analytics Engineer in data engineering delivering data platforms & analytics.,2026-01-15,2,2,2026-02-04,1,2025-01-09,3,2025-10-01,3,15,2025-06-18,0,7,2026-02-18,1,2025-05-17,1,2025-04-10,0,2024-07-26,2,2024-06-02,0,2025-07-27,0,2025-06-08,3,2025-11-22,2,2024-07-22,1,2025-02-20,2025-11-25
Selena Duncan,int:Selena Duncan,int:Principal Databricks Engineer,selena.duncan@example.org,selenaduncan,ext_b207a278,b207a278,cv_b207a278,+1-530-540-7859x321,780-239-6522x395,1993,Data Engineering,Spain,int:Danish,2025-05-04,2025-11-29,2025-07-08,Principal Databricks Engineer in data engineering delivering data platforms & analytics.,2025-07-04,3,0,2025-05-12,0,2024-09-26,1,2024-11-04,2,15,2025-12-18,4,15,2026-02-07,1,2025-04-14,3,2025-02-07,2,2024-04-11,0,2024-07-06,3,2024-11-22,2,2025-06-21,2,2026-01-13,1,2025-09-07,3,2025-11-14,2024-04-19
